BFF17,Port 1,Port 1,Port 2,Port 2,Port 3,Port 3,Port 4,Port 5,Port 5
1274 records,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,5TM Moisture/Temp,,5TM Moisture/Temp,5TM Moisture/Temp
Measurement Time,m_/m_ VWC,¡C Temp,m_/m_ VWC,¡C Temp,m_/m_ VWC,¡C Temp,None,m_/m_ VWC,¡C Temp
9/14/2017 4:00 PM,0.116,20.8,-0.010,20.8,-0.022,20.2,,0.047,22.1
9/14/2017 5:00 PM,0.114,19.0,0.003,14.0,-0.020,13.1,,0.045,19.1
9/14/2017 6:00 PM,0.111,17.7,0.036,13.5,-0.019,12.9,,0.044,17.2
9/14/2017 7:00 PM,0.111,17.0,0.028,13.3,-0.020,13.0,,0.045,16.3
9/14/2017 8:00 PM,0.110,16.3,0.025,12.0,-0.020,11.4,,0.046,15.2
9/14/2017 9:00 PM,0.110,15.6,0.022,10.5,-0.020,9.7,,0.046,14.2
9/14/2017 10:00 PM,0.109,14.8,0.025,9.5,-0.020,8.7,,0.046,13.2
9/14/2017 11:00 PM,0.109,14.1,0.057,8.6,-0.018,7.9,,0.049,12.4
9/15/2017 12:00 AM,0.109,13.4,0.070,8.1,-0.017,7.4,,0.065,11.6
9/15/2017 1:00 AM,0.131,12.1,0.113,7.4,-0.014,6.9,,0.096,11.0
9/15/2017 2:00 AM,0.214,10.2,0.147,6.7,-0.008,6.2,,0.146,10.1
9/15/2017 3:00 AM,0.244,9.9,0.140,6.4,-0.014,5.8,,0.176,9.5
9/15/2017 4:00 AM,0.250,9.8,0.135,6.2,-0.015,5.7,,0.183,9.2
9/15/2017 5:00 AM,0.250,9.8,0.130,6.2,-0.015,5.7,,0.180,9.1
9/15/2017 6:00 AM,0.253,9.7,0.130,6.1,-0.015,5.6,,0.180,9.0
9/15/2017 7:00 AM,0.256,9.5,0.131,5.9,-0.015,5.5,,0.180,8.8
9/15/2017 8:00 AM,0.258,9.3,0.131,6.0,-0.015,5.6,,0.181,8.7
9/15/2017 9:00 AM,0.257,9.5,0.129,6.7,-0.015,6.6,,0.178,8.8
9/15/2017 10:00 AM,0.255,9.9,0.127,8.6,-0.016,8.6,,0.176,9.4
9/15/2017 11:00 AM,0.252,10.7,0.124,10.5,-0.016,10.7,,0.173,10.5
9/15/2017 12:00 PM,0.249,11.3,0.121,10.5,-0.017,10.6,,0.170,11.1
9/15/2017 1:00 PM,0.247,11.7,0.118,11.4,-0.017,11.7,,0.168,11.6
9/15/2017 2:00 PM,0.244,12.0,0.117,10.9,-0.017,11.1,,0.166,11.9
9/15/2017 3:00 PM,0.244,11.9,0.117,11.2,-0.017,11.6,,0.166,11.9
9/15/2017 4:00 PM,0.243,11.9,0.115,10.3,-0.017,10.4,,0.165,12.0
9/15/2017 5:00 PM,0.246,11.4,0.119,8.6,-0.017,8.4,,0.167,11.3
9/15/2017 6:00 PM,0.256,10.8,0.125,7.9,-0.015,7.6,,0.173,10.6
9/15/2017 7:00 PM,0.262,10.3,0.129,6.7,-0.015,6.3,,0.178,9.9
9/15/2017 8:00 PM,0.279,9.2,0.139,5.1,-0.014,4.4,,0.196,8.9
9/15/2017 9:00 PM,0.275,8.5,0.131,5.0,-0.015,4.4,,0.197,8.2
9/15/2017 10:00 PM,0.269,8.4,0.126,5.0,-0.016,4.5,,0.188,8.0
9/15/2017 11:00 PM,0.273,8.2,0.129,4.4,-0.015,3.8,,0.191,7.7
9/16/2017 12:00 AM,0.270,7.9,0.125,4.5,-0.016,4.0,,0.188,7.3
9/16/2017 1:00 AM,0.270,7.8,0.126,3.9,-0.015,3.3,,0.186,7.2
9/16/2017 2:00 AM,0.281,6.7,0.136,2.2,-0.014,1.7,,0.201,6.0
9/16/2017 3:00 AM,0.281,6.2,0.131,2.7,-0.015,2.1,,0.201,5.6
9/16/2017 4:00 AM,0.278,6.3,0.128,3.1,-0.016,2.7,,0.197,5.7
9/16/2017 5:00 AM,0.275,6.4,0.125,3.1,-0.016,2.7,,0.191,5.8
9/16/2017 6:00 AM,0.272,6.4,0.124,3.2,-0.016,2.7,,0.187,5.8
9/16/2017 7:00 AM,0.270,6.4,0.122,3.5,-0.017,3.1,,0.184,5.8
9/16/2017 8:00 AM,0.268,6.5,0.121,3.6,-0.017,3.2,,0.181,5.9
9/16/2017 9:00 AM,0.266,6.7,0.120,4.7,-0.017,4.5,,0.179,6.2
9/16/2017 10:00 AM,0.266,7.3,0.122,7.4,-0.016,7.5,,0.179,7.0
9/16/2017 11:00 AM,0.267,8.4,0.124,8.8,-0.016,8.8,,0.181,8.4
9/16/2017 12:00 PM,0.267,9.9,0.126,19.5,-0.015,19.3,,0.181,10.8
9/16/2017 1:00 PM,0.260,12.6,0.121,19.4,-0.017,18.7,,0.176,13.8
9/16/2017 2:00 PM,0.255,12.8,0.117,14.0,-0.018,14.0,,0.172,13.4
9/16/2017 3:00 PM,0.252,12.3,0.114,13.3,-0.018,13.4,,0.169,12.6
9/16/2017 4:00 PM,0.250,12.0,0.112,12.3,-0.018,12.4,,0.167,12.2
9/16/2017 5:00 PM,0.248,11.4,0.110,9.8,-0.018,9.6,,0.164,11.2
9/16/2017 6:00 PM,0.246,10.9,0.109,9.5,-0.018,9.3,,0.163,10.8
9/16/2017 7:00 PM,0.244,10.4,0.107,7.8,-0.018,7.3,,0.162,10.0
9/16/2017 8:00 PM,0.243,9.7,0.106,6.5,-0.018,5.9,,0.161,9.2
9/16/2017 9:00 PM,0.243,9.1,0.105,5.9,-0.019,5.3,,0.160,8.6
9/16/2017 10:00 PM,0.242,8.6,0.104,4.7,-0.019,3.9,,0.159,8.1
9/16/2017 11:00 PM,0.241,7.9,0.103,2.9,-0.018,2.1,,0.159,7.1
9/17/2017 12:00 AM,0.241,7.1,0.103,2.0,-0.018,1.3,,0.158,6.3
9/17/2017 1:00 AM,0.241,6.5,0.101,1.2,-0.018,0.4,,0.157,5.6
9/17/2017 2:00 AM,0.239,5.9,0.100,0.7,-0.018,0.1,,0.156,5.0
9/17/2017 3:00 AM,0.236,5.5,0.062,0.2,-0.020,-0.2,,0.155,4.6
9/17/2017 4:00 AM,0.232,5.2,-0.002,-0.4,-0.020,-0.7,,0.153,4.2
9/17/2017 5:00 AM,0.230,5.0,-0.009,-0.6,-0.021,-0.8,,0.151,4.0
9/17/2017 6:00 AM,0.228,4.8,-0.012,-0.8,-0.022,-1.1,,0.150,3.9
9/17/2017 7:00 AM,0.227,4.6,-0.014,-1.1,-0.022,-1.5,,0.148,3.7
9/17/2017 8:00 AM,0.225,4.5,-0.014,-0.9,-0.022,-1.4,,0.146,3.7
9/17/2017 9:00 AM,0.223,4.4,-0.009,2.5,-0.022,0.3,,0.147,3.7
9/17/2017 10:00 AM,0.228,5.2,0.008,11.1,-0.019,7.9,,0.153,5.7
9/17/2017 11:00 AM,0.232,7.6,0.012,19.3,-0.019,16.2,,0.155,9.0
9/17/2017 12:00 PM,0.233,11.1,0.012,26.4,-0.019,23.8,,0.156,13.1
9/17/2017 1:00 PM,0.231,13.5,0.012,24.9,-0.019,23.7,,0.155,15.4
9/17/2017 2:00 PM,0.228,14.7,0.011,26.8,-0.020,26.7,,0.153,16.5
9/17/2017 3:00 PM,0.226,14.9,0.010,20.4,-0.020,20.3,,0.151,16.0
9/17/2017 4:00 PM,0.223,14.6,0.009,22.2,-0.020,23.4,,0.148,15.3
9/17/2017 5:00 PM,0.221,14.7,0.009,21.3,-0.020,24.3,,0.147,15.6
